"status.codeValue","orgIdNumber","name","classificationCode.codeValue","address.sequenceNo","address.addressType","address.mailingIndex","address.header","address.organizationName","address.street1","address.street2","city","state","address.zip","dfdsfds","dioProvince","orgIdNumber","parent classificationCodeName","parentId"
"Active",26944,"Bishop Enrique San Pedro Ozanam Center, Inc.","Base/Generic Organization",1,"Phys/Mail",true,,,"656 N. Minnesota Ave.",,"Brownsville","TEXAS","78521","USA",,213710,"Placement Header","Brownsville"
"Active",26946,"Comfort House Services, Inc.","Base/Generic Organization",1,"Phys/Mail",true,,,"617 Dallas Ave.",,"McAllen","TEXAS","78501","USA",,213713,"Placement Header","McAllen"
"Active",26948,"ARISE Support Center","Base/Generic Organization",1,"Phys/Mail",true,,,"1417 S. Tower Rd.","P.O. Box 778","Alamo","TEXAS","78516","USA",,213711,"Placement Header","Alamo"
"Active",21432,"St. Stephen","Parish",1,"Phys/Mail",true,,,"24 Clark St.",,"Boston","MASSACHUSETTS","02109-9923","USA",,16768,"Placement Header","(Suffolk County)"
"Active",21809,"St. Joseph Cathedral","Parish",1,"MA",true,,,"412 North St.",,"Baton Rouge","LOUISIANA","70802-5496","USA",,21808,"Placement Header","(East Baton Rouge Parish)"
"Active",21815,"St. Agnes","Parish",1,"MA",true,,,"749 East Blvd.",,"Baton Rouge","LOUISIANA","70802-6398","USA",,21808,"Placement Header","(East Baton Rouge Parish)"
"Active",21822,"St. Aloysius","Parish",1,"MA",true,"Mailing Address",,"2025 Stuart Ave.",,"Baton Rouge","LOUISIANA","70808-3998","USA",,21808,"Placement Header","(East Baton Rouge Parish)"
"Active",21830,"Sts. Anthony of Padua and Le Van Phung","Parish",1,"MA",true,,,"2305 Choctaw Dr.",,"Baton Rouge","LOUISIANA","70805-7910","USA",,21808,"Placement Header","(East Baton Rouge Parish)"
"Active",21840,"Christ the King","Parish",1,"MA",true,"Mailing Address",,,"LSU Box 25131","Baton Rouge","LOUISIANA","70803-0106","USA",,21808,"Placement Header","(East Baton Rouge Parish)"
"Active",21852,"St. Francis Xavier","Parish",1,"MA",true,,,"1143 S. 11th St.",,"Baton Rouge","LOUISIANA","70802-4997","USA",,21808,"Placement Header","(East Baton Rouge Parish)"
"Active",21857,"St. George","Parish",1,"MA",true,,,"7808 St. George Dr.",,"Baton Rouge","LOUISIANA","70809-4699","USA",,21808,"Placement Header","(East Baton Rouge Parish)"
"Active",21869,"St. Gerard Majella","Parish",1,"MA",true,,,"3808 Gerard St.",,"Baton Rouge","LOUISIANA","70805-2834","USA",,21808,"Placement Header","(East Baton Rouge Parish)"
"Active",21869,"St. Gerard Majella","Parish",2,"Sales",,,,"3808 St. Gerard Avenue",,"Baton Rouge","LOUISIANA","70805","USA",,21808,"Placement Header","(East Baton Rouge Parish)"
"Active",21877,"Immaculate Conception","Parish",1,"MA",true,,,"1565 Curtis St.",,"Baton Rouge","LOUISIANA","70807-4906","USA",,21808,"Placement Header","(East Baton Rouge Parish)"
"Active",21882,"St. Jean Vianney","Parish",1,"MA",true,,,"16166 S. Harrell's Ferry Rd.",,"Baton Rouge","LOUISIANA","70816-3199","USA",,21808,"Placement Header","(East Baton Rouge Parish)"
"Active",21892,"St. Jude the Apostle","Parish",1,"MA",true,,,"9150 Highland Rd.",,"Baton Rouge","LOUISIANA","70810-4096","USA",,21808,"Placement Header","(East Baton Rouge Parish)"
"Active",21898,"St. Louis, King of France","Parish",1,"MA",true,,,"2121 N. Sherwood Forest Dr.",,"Baton Rouge","LOUISIANA","70815-1962","USA",,21808,"Placement Header","(East Baton Rouge Parish)"
"Active",21906,"Most Blessed Sacrament","Parish",1,"MA",true,,,"15615 Jefferson Hwy.",,"Baton Rouge","LOUISIANA","70817-6311","USA",,21808,"Placement Header","(East Baton Rouge Parish)"
"Active",21906,"Most Blessed Sacrament","Parish",2,"Sales",false,,,"15615 Jefferson Hwy",,"Baton Rouge","LOUISIANA","70817-6311","USA",,21808,"Placement Header","(East Baton Rouge Parish)"
"Active",21913,"Our Lady of Mercy","Parish",1,"MA",true,,,"445 Marquette Ave.",,"Baton Rouge","LOUISIANA","70806-4497","USA",,21808,"Placement Header","(East Baton Rouge Parish)"
"Active",21913,"Our Lady of Mercy","Parish",2,"Sales",,,,"445 Marquette Ave",,"Baton Rouge","LOUISIANA","70806","USA",,21808,"Placement Header","(East Baton Rouge Parish)"
"Active",21924,"St. Patrick","Parish",1,"MA",true,,,"12424 Brogdon Ln.",,"Baton Rouge","LOUISIANA","70816-4801","USA",,21808,"Placement Header","(East Baton Rouge Parish)"
"Active",21930,"St. Paul the Apostle","Parish",1,"MA",true,,,"3912 Gus Young Ave.",,"Baton Rouge","LOUISIANA","70802-1727","USA",,21808,"Placement Header","(East Baton Rouge Parish)"
"Active",21935,"St. Pius X","Parish",1,"MA",true,,,"6380 Hooper Rd.",,"Baton Rouge","LOUISIANA","70811-2499","USA",,21808,"Placement Header","(East Baton Rouge Parish)"
"Active",21938,"Sacred Heart of Jesus","Parish",1,"MA",true,,,"2250 Main St.",,"Baton Rouge","LOUISIANA","70802-3198","USA",,21808,"Placement Header","(East Baton Rouge Parish)"
"Active",21948,"St. Thomas More","Parish",1,"MA",true,,,"11441 Goodwood Blvd.",,"Baton Rouge","LOUISIANA","70815-6299","USA",,21808,"Placement Header","(East Baton Rouge Parish)"
"Active",21959,"St. Margaret Queen of Scotland","Parish",1,"MA",true,,,,"P.O. Box 100","Albany","LOUISIANA","70711-0100","USA",,213493,"Placement Header","Albany, Livingston Parish"
"Active",21966,"St. Helena","Parish",2,"Sales",false,,,"122 S 1st Street",,"Amite","LOUISIANA","70422-2702","USA",,213494,"Placement Header","Amite, Tangipahoa Parish"
"Active",21966,"St. Helena","Parish",1,"MA",true,"Mailing Address",,"122 S. First St.",,"Amite","LOUISIANA","70422-2701","USA",,213494,"Placement Header","Amite, Tangipahoa Parish"
"Active",21973,"St. Isidore the Farmer","Parish",1,"MA",true,,,"5657 Thomas Rd.",,"Baton Rouge","LOUISIANA","70811-7356","USA",,213495,"Placement Header","Baker, East Baton Rouge Parish"
"Active",21981,"St. Joan of Arc","Parish",1,"MA",true,,,"39315 Hwy. 75",,"Plaquemine","LOUISIANA","70764-9629","USA",,213496,"Placement Header","Bayou Pigeon, Iberville Parish"
"Active",21985,"St. Jules","Parish",1,"MA",true,,,,"P.O. Box 38","Belle Rose","LOUISIANA","70341-0038","USA",,213497,"Placement Header","Belle Rose, Assumption Parish"
"Active",21989,"St. John the Baptist","Parish",1,"MA",true,,,,"P.O. Box 248","Brusly","LOUISIANA","70719-0248","USA",,213498,"Placement Header","Brusly, West Baton Rouge Parish"
"Active",21995,"St. Michael the Archangel","Parish",1,"MA",true,"Mailing Address",,,"P.O. Box 129","Paulina","LOUISIANA","70763","USA",,213499,"Placement Header","Convent, St. James Parish"
"Active",21995,"St. Michael the Archangel","Parish",2,"Sales",false,,,"PO Box 129",,"Paulina","LOUISIANA","70763-0129","USA",,213499,"Placement Header","Convent, St. James Parish"
"Active",22003,"St. Anthony of Padua","Parish",1,"MA",true,"Mailing Address",,,"P.O. Box 9","Sorrento","LOUISIANA","70778","USA",,213500,"Placement Header","Darrow, Ascension Parish"
"Active",22007,"Immaculate Conception","Parish",1,"MA",true,"Mailing Address",,,"P.O. Box 1609","Denham Springs","LOUISIANA","70727-1609","USA",,213501,"Placement Header","Denham Springs, Livingston Parish"
"Active",22015,"Ascension of Our Lord Jesus Christ","Parish",1,"MA",true,,,,"P.O. Box 508","Donaldsonville","LOUISIANA","70346-0508","USA",,213502,"Placement Header","Donaldsonville, Ascension Parish"
"Active",22020,"St. Catherine of Siena","Parish",1,"MA",true,,,,"P.O. Box 428","Donaldsonville","LOUISIANA","70346-0428","USA",,213502,"Placement Header","Donaldsonville, Ascension Parish"
"Active",22025,"St. Francis of Assisi","Parish",1,"MA",true,,,"818 W. Tenth St.",,"Donaldsonville","LOUISIANA","70346-9501","USA",,213502,"Placement Header","Donaldsonville, Ascension Parish"
"Active",22028,"St. Joseph","Parish",1,"MA",true,,,"15710 Louisiana Hwy. 16",,"French Settlement","LOUISIANA","70733-9802","USA",,213503,"Placement Header","French Settlement, Livingston Parish"
"Active",22028,"St. Joseph","Parish",2,"Sales",,,,"15710 LA Highway 16",,"French Settlement","LOUISIANA","70733","USA",,213503,"Placement Header","French Settlement, Livingston Parish"
"Active",22036,"St. Theresa of Avila","Parish",1,"MA",true,,,"1022 N. Burnside Ave.",,"Gonzales","LOUISIANA","70737-2551","USA",,213504,"Placement Header","Gonzales, Ascension Parish"
"Active",22045,"St. Mark","Parish",1,"MA",true,,,"42021 Hwy. 621",,"Gonzales","LOUISIANA","70737-9354","USA",,213504,"Placement Header","Gonzales, Ascension Parish"
"Active",22050,"Most Sacred Heart of Jesus","Parish",1,"MA",true,"Mailing Address",,,"P.O. Box 129","Paulina","LOUISIANA","70763-0129","USA",,213505,"Placement Header","Gramercy, St. James Parish"
"Active",22060,"St. Alphonsus Liguori","Parish",1,"MA",true,,,"14040 Greenwell Springs Rd.",,"Greenwell Springs","LOUISIANA","70739-3302","USA",,213506,"Placement Header","Greenwell Springs, East Baton Rouge Parish"
"Active",22068,"St. Joseph","Parish",1,"MA",true,,,,"P.O. Box 8","Grosse Tete","LOUISIANA","70740-0008","USA",,213507,"Placement Header","Grosse Tete, Iberville Parish"
"Active",22073,"Holy Ghost","Parish",1,"MA",true,,,"601 N. Oak St.",,"Hammond","LOUISIANA","70401-2529","USA",,213508,"Placement Header","Hammond, Tangipahoa Parish"
"Active",22083,"Mater Dolorosa","Parish",1,"MA",true,,,,"P.O. Box 349","Independence","LOUISIANA","70443-0349","USA",,213509,"Placement Header","Independence, Tangipahoa Parish"
"Active",22083,"Mater Dolorosa","Parish",2,"Phys/Mail",,,,"620 3rd St.",,"Independence","LOUISIANA","70443","USA",,213509,"Placement Header","Independence, Tangipahoa Parish"
"Active",22092,"St. Philomena","Parish",1,"MA",true,,,,"P.O. Box 99","Labadieville","LOUISIANA","70372-0099","USA",,213510,"Placement Header","Labadieville, Assumption Parish"
"Active",22097,"Immaculate Conception","Parish",1,"MA",true,,,,"P.O. Box 158","Lakeland","LOUISIANA","70752-0158","USA",,213511,"Placement Header","Lakeland, Pointe Coupee Parish"
"Active",22100,"St. Frances Xavier Cabrini","Parish",1,"MA",true,,,"3523 Hwy. 78","P.O. Box 128","Livonia","LOUISIANA","70755-0128","USA",,213512,"Placement Header","Livonia, Pointe Coupee Parish"
"Active",22108,"Immaculate Heart of Mary","Parish",2,"MA",true,"Mailing Address",,"11140 Hwy. 77",,"Maringouin","LOUISIANA","70757-3504","USA",,213513,"Placement Header","Maringouin, Iberville Parish"
"Active",22113,"St. Ann","Parish",1,"MA",true,,,"182 Church St.","P.O. Box 128","Morganza","LOUISIANA","70759-0128","USA",,213514,"Placement Header","Morganza, Pointe Coupee Parish"
"Active",22119,"St. Anne","Parish",1,"MA",true,,,,"P.O. Box 99","Napoleonville","LOUISIANA","70390-0090","USA",,213515,"Placement Header","Napoleonville, Assumption Parish"
"Active",22124,"St. Benedict the Moor","Parish",1,"MA",true,,,"5479 Hwy. 1",,"Napoleonville","LOUISIANA","70390-2410","USA",,213515,"Placement Header","Napoleonville, Assumption Parish"
"Active",22131,"St. Augustine","Parish",1,"MA",true,,,"808 New Roads St.","P.O. Box 548","New Roads","LOUISIANA","70760-0548","USA",,213516,"Placement Header","New Roads, Pointe Coupee Parish"
"Active",22135,"St. Mary of False River","Parish",1,"MA",true,,,"348 W. Main St.",,"New Roads","LOUISIANA","70760-3587","USA",,213516,"Placement Header","New Roads, Pointe Coupee Parish"
"Active",22143,"St. Elizabeth","Parish",1,"MA",true,"Mailing Address",,,"P.O. Box 1","Paincourtville","LOUISIANA","70391-0001","USA",,213517,"Placement Header","Paincourtville, Assumption Parish"
"Active",22146,"St. Joseph","Parish",1,"MA",true,"Mailing Address",,,"P.O. Box 129","Paulina","LOUISIANA","70763-0129","USA",,213518,"Placement Header","Paulina, St. James Parish"
"Active",22155,"St. Joseph the Worker","Parish",1,"MA",true,,,"1022 Bayou Dr.","P.O. Box 190","Pierre Part","LOUISIANA","70339-0190","USA",,213519,"Placement Header","Pierre Part, Assumption Parish"
"Active",22164,"St. John the Evangelist","Parish",1,"MA",true,,,"57805 Main St.",,"Plaquemine","LOUISIANA","70764-2531","USA",,213520,"Placement Header","Plaquemine, Iberville Parish"
"Active",22168,"Assumption of the Blessed Virgin Mary","Parish",1,"MA",true,"Mailing Address",,,"P.O. Box 99","Napoleonville","LOUISIANA","70390-0099","USA",,213521,"Placement Header","Plattenville, Assumption Parish"
"Active",22171,"St. Joseph","Parish",1,"MA",true,"Mailing Address",,,"P.O. Box 368","Ponchatoula","LOUISIANA","70454-0368","USA",,213522,"Placement Header","Ponchatoula, Tangipahoa Parish"
"Active",22180,"Holy Family","Parish",1,"MA",true,,,,"P.O. Box 290","Port Allen","LOUISIANA","70767-0290","USA",,213523,"Placement Header","Port Allen, West Baton Rouge Parish"
"Active",22190,"St. John the Evangelist","Parish",1,"MA",true,,,"15208 Hwy. 73",,"Prairieville","LOUISIANA","70769-3507","USA",,213524,"Placement Header","Prairieville, Ascension Parish"
"Active",22196,"Holy Rosary","Parish",1,"MA",true,,,"44450 Hwy. 429",,"St. Amant","LOUISIANA","70774-4597","USA",,213526,"Placement Header","St. Amant, Ascension Parish"
"Active",22203,"Our Lady of Mount Carmel","Parish",1,"MA",true,,,,"P.O. Box 1249","St. Francisville","LOUISIANA","70775-1249","USA",,213527,"Placement Header","St. Francisville, West Feliciana Parish"
"Active",22208,"St. Gabriel the Archangel","Parish",1,"MA",true,,,"3625 Hwy. 75",,"St. Gabriel","LOUISIANA","70776-9411","USA",,213528,"Placement Header","St. Gabriel, Iberville Parish"
"Active",22212,"St. James","Parish",1,"MA",true,,,"6613 Hwy. 18",,"St. James","LOUISIANA","70086-9054","USA",,213529,"Placement Header","St. James, St. James Parish"
"Active",22218,"St. Anne","Parish",1,"MA",true,,,,"P.O. Box 9","Sorrento","LOUISIANA","70778-0009","USA",,213525,"Placement Header","Sorrento, Ascension Parish"
"Active",22224,"Our Lady of Pompeii","Parish",1,"MA",true,,,,"P.O. Box 276","Tickfaw","LOUISIANA","70466-0276","USA",,213530,"Placement Header","Tickfaw, Tangipahoa Parish"
"Active",22224,"Our Lady of Pompeii","Parish",2,"Phys/Mail",,,,"14450 Hwy. 442",,"Tickfaw","LOUISIANA","70466","USA",,213530,"Placement Header","Tickfaw, Tangipahoa Parish"
"Active",22228,"Our Lady of Peace","Parish",1,"MA",true,,,"13281 Hwy. 644",,"Vacherie","LOUISIANA","70090-3102","USA",,213531,"Placement Header","Vacherie, St. James Parish"
"Active",22233,"St. Philip","Parish",1,"MA",true,,,"1175 Hwy. 18",,"Vacherie","LOUISIANA","70090-9527","USA",,213531,"Placement Header","Vacherie, St. James Parish"
"Active",22239,"Our Lady of Prompt Succor","Parish",1,"MA",true,"Mailing Address",,,"P.O. Box 249","White Castle","LOUISIANA","70788-0249","USA",,213532,"Placement Header","White Castle, Iberville Parish"
"Active",22239,"Our Lady of Prompt Succor","Parish",2,"Phys/Mail",,,,"32615 Bowie St.",,"White Castle","LOUISIANA","70788","USA",,213532,"Placement Header","White Castle, Iberville Parish"
"Active",22242,"St. Stephen the Martyr","Parish",1,"MA",true,,,"22494 LA Hwy. 22",,"Maurepas","LOUISIANA","70449-3404","USA",,281782,"Placement Header","Maurepas, Livingston Parish"
"Active",22248,"St. John the Baptist","Parish",1,"MA",true,,,"4727 McHugh Dr.",,"Zachary","LOUISIANA","70791-3935","USA",,213534,"Placement Header","Zachary, East Baton Rouge Parish"
"Active",22544,"The Cathedral-Basilica of St. James","Parish",1,"MA",true,,,"250 Cathedral Pl.",,"Brooklyn","NEW YORK","11201","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",22550,"St. Agatha's","Parish",1,"MA",true,,,"702 48th St.",,"Brooklyn","NEW YORK","11220","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",22574,"St. Andrew the Apostle","Parish",1,"MA",true,,,"6713 Ridge Blvd.",,"Brooklyn","NEW YORK","11220","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",22592,"St. Anselm","Parish",1,"Phys/Mail",true,,,"356 82nd St.",,"Brooklyn","NEW YORK","11209","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",22608,"St. Anthony-St. Alphonsus","Parish",1,"MA",true,,,"862 Manhattan Ave.",,"Brooklyn","NEW YORK","11222","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",22623,"St. Athanasius","Parish",1,"MA",true,,,"2154 61st St.",,"Brooklyn","NEW YORK","11204","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",22633,"St. Augustine","Parish",1,"MA",true,,,"116 Sixth Ave.",,"Brooklyn","NEW YORK","11217","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",22643,"St. Barbara","Parish",1,"MA",true,,,"138 Bleecker St.",,"Brooklyn","NEW YORK","11221","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",22653,"St. Bernadette","Parish",1,"MA",true,,,"8201 13th Ave.",,"Brooklyn","NEW YORK","11228","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",22663,"St. Bernard of Clairvaux","Parish",1,"MA",true,,,"2055 E. 69th St.",,"Brooklyn","NEW YORK","11234","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",22673,"Blessed Sacrament","Parish",1,"MA",true,,,"198 Euclid Ave.",,"Brooklyn","NEW YORK","11208","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",22683,"St. Boniface","Parish",1,"MA",true,,,"109 Willoughby St.",,"Brooklyn","NEW YORK","11201","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",22691,"St. Brendan","Parish",1,"MA",true,,,"1525 E. 12th St.",,"Brooklyn","NEW YORK","11230","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",22697,"St. Brigid","Parish",1,"MA",true,,,"409 Linden St.",,"Brooklyn","NEW YORK","11237","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",22709,"St. Catharine of Alexandria","Parish",1,"MA",true,,,"1119 41st St.",,"Brooklyn","NEW YORK","11218","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",22718,"St. Catherine of Genoa","Parish",1,"MA",true,,,"520 Linden Blvd.",,"Brooklyn","NEW YORK","11203","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",22739,"St. Charles Borromeo","Parish",1,"MA",true,,,"21 Sidney Pl.",,"Brooklyn","NEW YORK","11201","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",22749,"St. Columba","Parish",1,"MA",true,,,"2245 Kimball St.",,"Brooklyn","NEW YORK","11234","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",22762,"St. Dominic","Parish",1,"MA",true,,,"2001 Bay Ridge Pkwy.",,"Brooklyn","NEW YORK","11204","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",22772,"St. Edmund","Parish",1,"MA",true,,,"2450 Ocean Ave.",,"Brooklyn","NEW YORK","11229-3509","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",22787,"St. Ephrem","Parish",1,"MA",true,,,"929 Bay Ridge Pkwy.",,"Brooklyn","NEW YORK","11228","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",22803,"St. Finbar","Parish",1,"MA",true,,,"138 Bay 20th St.",,"Brooklyn","NEW YORK","11214","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",22813,"St. Fortunata","Parish",1,"MA",true,,,"2609 Linden Blvd.",,"Brooklyn","NEW YORK","11208","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",22823,"St. Frances Cabrini","Parish",1,"MA",true,,,"1562 86th. St.",,"Brooklyn","NEW YORK","11228","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",22823,"St. Frances Cabrini","Parish",2,"Sales",,,,"35 Bay 11th St",,"Brooklyn","NEW YORK","11215","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",22831,"St. Frances de Chantal","Parish",1,"MA",true,,,"1273 58th St.",,"Brooklyn","NEW YORK","11219","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",22838,"St. Francis of Assisi-St. Blaise","Parish",1,"MA",true,,,"319 Maple St.",,"Brooklyn","NEW YORK","11225","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",22855,"St. Francis Xavier","Parish",1,"MA",true,,,"225 Sixth Ave.",,"Brooklyn","NEW YORK","11215","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",22873,"Good Shepherd","Parish",1,"MA",true,,,"1950 Batchelder St.",,"Brooklyn","NEW YORK","11229","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",22890,"Guardian Angel","Parish",1,"MA",true,,,"2978 Ocean Pkwy.",,"Brooklyn","NEW YORK","11235","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",22897,"Holy Cross","Parish",1,"MA",true,,,"2530 Church Ave.",,"Brooklyn","NEW YORK","11226","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",22916,"Holy Family","Parish",1,"MA",true,,,"9719 Flatlands Ave.",,"Brooklyn","NEW YORK","11236","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",22931,"Holy Innocents","Parish",1,"MA",true,,,"279 E. 17th St.",,"Brooklyn","NEW YORK","11226","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",22939,"Holy Name","Parish",1,"MA",true,,,"245 Prospect Park W.",,"Brooklyn","NEW YORK","11215","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",22951,"Holy Spirit","Parish",1,"MA",true,,,"1712 45th St.",,"Brooklyn","NEW YORK","11204","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",22962,"Most Holy Trinity - Saint Mary","Parish",1,"MA",true,,,"138 Montrose Ave.",,"Brooklyn","NEW YORK","11206","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",22982,"Immaculate Heart of Mary","Parish",1,"MA",true,,,"2805 Ft. Hamilton Pkwy.",,"Brooklyn","NEW YORK","11218","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",22992,"St. Jerome","Parish",1,"MA",true,,,"2900 Newkirk Ave.",,"Brooklyn","NEW YORK","11226","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",23001,"St. John the Baptist","Parish",1,"MA",true,,,"333 Hart St.",,"Brooklyn","NEW YORK","11206","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",23029,"St. Joseph","Parish",1,"MA",true,,,"856 Pacific St.",,"Brooklyn","NEW YORK","11238","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",23034,"St. Joseph Patron of the Universal Church","Parish",1,"MA",true,,,"185 Suydam St.",,"Brooklyn","NEW YORK","11221","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",23041,"St. Jude Shrine Church","Parish",1,"MA",true,,,"1677 Canarsie Rd.",,"Brooklyn","NEW YORK","11236","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",23049,"St. Laurence","Parish",1,"MA",true,,,"1020 Van Siclen Ave.",,"Brooklyn","NEW YORK","11207","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",23070,"St. Margaret Mary","Parish",1,"Phys/Mail",true,,,"215 Exeter St.",,"Brooklyn","NEW YORK","11235-3725","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",23073,"St. Mark","Parish",1,"MA",true,,,"2609 E. 19th St.",,"Brooklyn","NEW YORK","11235","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",23086,"St. Martin of Tours-Our Lady of Lourdes","Parish",1,"MA",true,,,"1288 Hancock St.",,"Brooklyn","NEW YORK","11221","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",23092,"St. Mary Mother of Jesus","Parish",1,"MA",true,,,"2326 84th St.",,"Brooklyn","NEW YORK","11214","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",23102,"Mary Queen of Heaven","Parish",1,"MA",true,,,"1395 E. 56th St.",,"Brooklyn","NEW YORK","11234","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",23111,"St. Mary Star of the Sea","Parish",1,"MA",true,,,"467 Court St.",,"Brooklyn","NEW YORK","11231","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",23118,"St. Matthew","Parish",1,"MA",true,,,"1123 Eastern Pkwy.",,"Brooklyn","NEW YORK","11213","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",23129,"St. Michael","Parish",1,"MA",true,,,"352 42nd St.",,"Brooklyn","NEW YORK","11232","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",23163,"Our Lady of Angels","Parish",1,"MA",true,,,"7320 Fourth Ave.",,"Brooklyn","NEW YORK","11209","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",23225,"Our Lady Help of Christians","Parish",1,"MA",true,,,"1315 E. 28th St.",,"Brooklyn","NEW YORK","11210","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",23241,"Our Lady of Mercy","Parish",1,"Phys/Mail",true,,,"680 Mother Gaston Blvd.",,"Brooklyn","NEW YORK","11212","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",23247,"Our Lady of Miracles","Parish",1,"MA",true,,,"757 E. 86th St.",,"Brooklyn","NEW YORK","11236","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",23283,"Our Lady of Perpetual Help Basilica","Parish",1,"MA",true,,,"526-59th St.",,"Brooklyn","NEW YORK","11220","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",23283,"Our Lady of Perpetual Help Basilica","Parish",2,"Sales",,,,"526 59th ST",,"Brooklyn","NEW YORK","11220","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",23319,"Our Lady of Refuge","Parish",1,"MA",true,,,"2020 Foster Ave.",,"Brooklyn","NEW YORK","11210","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",23333,"Our Lady of Solace","Parish",1,"MA",true,,,"2866 W. 17th St.",,"Brooklyn","NEW YORK","11224","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",23349,"St. Patrick","Parish",1,"MA",true,,,"9511 Fourth Ave.",,"Brooklyn","NEW YORK","11209","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",23376,"SS. Peter and Paul","Parish",1,"MA",true,,,"71 S. Third St.",,"Brooklyn","NEW YORK","11211","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",23384,"Most Precious Blood","Parish",1,"MA",true,,,"70 Bay 47th St.",,"Brooklyn","NEW YORK","11214","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",23391,"Queen of All Saints","Parish",1,"MA",true,,,"300 Vanderbilt Ave.",,"Brooklyn","NEW YORK","11205","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
"Active",23402,"Regina Pacis Votive Shrine","Parish",1,"Phys/Mail",true,,,"1230 65th St.",,"Brooklyn","NEW YORK","11219","USA",,22543,"Placement Header","BOROUGH OF BROOKLYN"
